,cleaned_tweet,cls,count,hate_speech,off_lang,neither
1555,rt noooo let me tell yall some bitches in baltimore be ratchetttttt,1.0,3.0,0.0,3.0,0.0
1556,want some cheese with that whine bitch,1.0,3.0,0.0,3.0,0.0
1557,rt 2 that s for the birds,2.0,3.0,0.0,0.0,3.0
1558,rt why do the trashiest really ghetto girls always get the most likes and comments on insta boys up and down their pictures a 8230,0.0,3.0,2.0,0.0,1.0
1559,bitch kill yoself go on to the bathroom and eat the pills bitch all of em,0.0,9.0,5.0,4.0,0.0
1560,remember when the dude who played young ned followed my youtube channel this was when i actually used my youtube for more than favorites,2.0,3.0,0.0,0.0,3.0
1561,montana fuck off frank you pussy,1.0,3.0,0.0,3.0,0.0
1562,rt u gotta be retarded to skip class in college,1.0,3.0,1.0,2.0,0.0
1563,poppy give me discou bitch i get it for the lowwwww,1.0,3.0,0.0,3.0,0.0
1564,this rain got yall women talking out your ass a nigga should spend 80 of his income on a bitch 128514 128514 bruh get these hoes the fuck outta here,0.0,3.0,2.0,1.0,0.0
1565,this friday at the c burg mall you gettin whipped like the bitches i fuck,1.0,3.0,0.0,3.0,0.0
1566,20 peace my negro,1.0,3.0,0.0,3.0,0.0
1567,balboa lmfaoo yu stupid lha bitch i been knowing you for about 10yrs you never had a hoe ever,1.0,3.0,0.0,3.0,0.0
1568,world214 that hoe out now,1.0,6.0,0.0,6.0,0.0
1569,i m with 3 bitches amp 2 of em mix,1.0,3.0,0.0,3.0,0.0
1570,how do i tell this cashier that i m tryna fuck her right in the pussy,1.0,3.0,0.0,3.0,0.0
1571,8220 ur pussy smell like dumpster juice 128169 8221 wow 128529,1.0,3.0,1.0,2.0,0.0
1572,white kids black kids yellow kids hell even purple kids if you carry yourselves like daniel geale you will go far gealemundine2,2.0,3.0,0.0,1.0,2.0
1573,thinking about the boom boom boom waaay ho video makes me laugh at least once a day,2.0,3.0,0.0,1.0,2.0
1574,8220 ajoyaaa victor amp shawn legs don t hurt they jigg every damn night 128530 8221 128514 128514 128514,1.0,3.0,0.0,3.0,0.0
1575,rt drop that pussy bitchhhhhhh,1.0,3.0,0.0,3.0,0.0
1576,8220 ready blow this bitch down 128293 me 3 rellos,1.0,3.0,0.0,3.0,0.0
1577,your homeboy looking bad and you giving cash to them hoes,1.0,3.0,0.0,2.0,1.0
1578,rt level she was like i don t go to raider games they are ghetto and people get jumped lmao i was like well the shit sound lik 8230,1.0,6.0,1.0,4.0,1.0
1579,she sent me one back but i ain t even read it cause pussys only pussy and i get it when i need it,1.0,3.0,0.0,3.0,0.0
1580,bitches corny af you claim to be happy but cry everyday ooh iight where they do that hmmmm,1.0,3.0,0.0,3.0,0.0
1581,rt 128514 128557 128557 128557 128557 128557 128557 8220 bitch for who gap rt i m a model yall bitches can t tell me nothin,1.0,3.0,0.0,3.0,0.0
1582,say it to me when i confront you pussy fuck,1.0,3.0,1.0,2.0,0.0
1583,no text back i don t give a fuck i ll text another bitch damn someone is hurt lol,1.0,3.0,0.0,3.0,0.0
1584,straight off the bench ned worldcup2014,2.0,3.0,0.0,0.0,3.0
1585,never let a boy make you feel like you re anything less than a bad bitch,1.0,3.0,0.0,3.0,0.0
1586,this bitch isn t pretty she s just showing off her body in pictures she s nasty,1.0,3.0,0.0,3.0,0.0
1587,rt bitch must have a 279 0 amp be related to jesus then gpa or legacy rt lion how this bitch get in,1.0,3.0,0.0,3.0,0.0
1588,i m so sick of u niggers,0.0,3.0,3.0,0.0,0.0
1589,figure all da ofay like to see my family pitcher,2.0,3.0,0.0,0.0,3.0
1590,i don t fight bitchez they bitch during it to much,1.0,3.0,0.0,3.0,0.0
1591,stay witcha nasty little hoes who don t do shit for you,1.0,3.0,0.0,3.0,0.0
1592,fugly queer white trash,0.0,3.0,3.0,0.0,0.0
1593,rt making homemade pickles and working on a funny tweet about pussy i am going to make a great old lady,1.0,3.0,0.0,3.0,0.0
1594,rt you really are a faggot if you say that match was bad stop watching,1.0,3.0,1.0,2.0,0.0
1595,i gain a few pounds a bitch look thickkkkkk,1.0,3.0,0.0,3.0,0.0
1596,rt thrill3r these hoes ain t loyal,1.0,3.0,0.0,3.0,0.0
1597,18 year old pussy tastes like hope,1.0,3.0,0.0,3.0,0.0
1598,them bad bitches blow kisses by my earlobe,1.0,3.0,0.0,3.0,0.0
1599,aoas you write back bitch lol,1.0,3.0,0.0,3.0,0.0
1600,rt mccloskey why does hawkeye have to be in the avengers he s such a pussy,1.0,3.0,0.0,3.0,0.0
1601,this charlie murder game is pretty dope xbla,2.0,6.0,0.0,1.0,5.0
1602,i got hoes in different area codes,1.0,3.0,0.0,3.0,0.0
1603,lil seaside hoes walkin to our side for whaaat 128514,1.0,3.0,0.0,3.0,0.0
1604,rt the fuck you looking at bitch swerve puts heelys into full gear glides past the bitches,1.0,3.0,0.0,3.0,0.0
1605,lovee bitch why can t i retweet your shit lol love you hope you re having a great bday,1.0,3.0,0.0,3.0,0.0
1606,haha niggah uel04 gave up can t keep up with me 128540 loser,1.0,3.0,0.0,2.0,1.0
1607,now niccas won t haircuts,1.0,3.0,0.0,2.0,1.0
1608,aye sae en feeld kawkin dyke,1.0,6.0,2.0,3.0,1.0
1609,hahahaaha my teacher just realed these thots she said you need to stop acting ghetto cause its not cute,1.0,3.0,0.0,2.0,1.0
1610,daddy17 fnv9 man fck dat tranny juwanna man ass nigga,1.0,3.0,0.0,3.0,0.0
1611,got 1 baby mama no bitch no wife,1.0,3.0,0.0,3.0,0.0
1612,ugh i fuckin hate when this bitch don t answer my calls ewwwwwww bye,1.0,3.0,0.0,3.0,0.0
1613,big ol pussy harrington blocked me again,1.0,3.0,0.0,3.0,0.0
1614,send y all bitch asses fishing with us rt we ain t beat san antonio all season i don t wanna play them nigguhs straightup,1.0,3.0,0.0,3.0,0.0
1615,caleb needs to stop being a little bitch,1.0,3.0,0.0,3.0,0.0
1616,so many weird people in the ghetto at this time,2.0,3.0,1.0,0.0,2.0
1617,em craig you owe two hoe i don t wanna hear shit when i hyu,1.0,3.0,0.0,3.0,0.0
1618,yea ima spin on yo hoe at about 15 after 12,1.0,3.0,1.0,2.0,0.0
1619,rt i got bitches an i know some killlllllas fuck y all,1.0,3.0,0.0,3.0,0.0
1620,saw this little freshman ho with what looked like spiked dog collar stupidest shit ever so everytime i saw her i said so sexy lmao,1.0,3.0,0.0,3.0,0.0
1621,rt yassssssssssssss rt nothing wrong with black girls having high dick standards our pussy bomb nigga,1.0,3.0,0.0,3.0,0.0
1622,bitches,1.0,3.0,0.0,2.0,1.0
1623,rt how much does your wife wet pussy want another dick big head,1.0,3.0,0.0,3.0,0.0
1624,8220 a new breed of white girl she slammed that bitch 128527 128514,1.0,3.0,0.0,3.0,0.0
1625,7 eevee i ll trade you one car drift for brownies,2.0,3.0,0.0,0.0,3.0
1626,na a young bitch got school 128514 128514 128514,1.0,3.0,0.0,3.0,0.0
1627,i was at my bf grandma house today goin through old albums and his grandpa had naked pics of his side hos from the 50 s 128514 128553,1.0,3.0,0.0,3.0,0.0
1628,you wouldn t know fag,0.0,3.0,2.0,1.0,0.0
1629,rt spitta fuckin hoe ass click it or ticket 25 dollars n shit,1.0,3.0,1.0,2.0,0.0
1630,i hate when bitches only wanna talk to me is when their bf breaks up with them or theyre on break with their bf no nigga fuck out my inbox,1.0,3.0,0.0,3.0,0.0
1631,rt diamond jeezy not about to shoot this pussy ima beat his face into the asphalt t,0.0,3.0,2.0,1.0,0.0
1632,all these break ups gon be a crazy hoe free agency this summer doyourgoogles,1.0,3.0,0.0,3.0,0.0
1633,8220 i don t love these hoes 8221 we,1.0,3.0,0.0,3.0,0.0
1634,bros before hos and there i was with my bros without any hos,1.0,3.0,0.0,3.0,0.0
1635,rt free wop,1.0,3.0,0.0,2.0,1.0
1636,redbone exactly by folks who can t favor to get into that lovely old stadium,2.0,3.0,0.0,0.0,3.0
1637,seeing so many basic bitches rn,1.0,3.0,0.0,3.0,0.0
1638,seriously reading thriller like books spook me more than most horror movies bookgeek,2.0,3.0,0.0,0.0,3.0
1639,rt bird tweets 8220 two bad bitches giving me head at the same dam time oldpics lol aww 8230,1.0,3.0,0.0,3.0,0.0
1640,rt that shit could break you down if you lose a good girl i guess you need a bad bitch to come around and make it up,1.0,3.0,0.0,3.0,0.0
1641,i will literally never get home this shit is retarded,1.0,3.0,0.0,3.0,0.0
1642,rt fury ow amp while i m at it where has 1 gone the big lanky twat,1.0,3.0,0.0,3.0,0.0
1643,nah nicca you got gas 128541 128514 128514 128514 rt teeg 128514 128514 128514 blowing gas 128548,1.0,3.0,0.0,2.0,1.0
1644,rt dese hoes aint loyal wal mart teamignant hoodcomedy flytv lolatl 128514 128514 128514 128514 bruh,1.0,3.0,0.0,3.0,0.0
1645,rt 15 allen west amp the slippery slope of obama s constitutional contempt pjnet ccot,2.0,3.0,0.0,0.0,3.0
1646,suzan are you really going to make me get off this sofa to find some damn silverware by golly you old bitch,1.0,3.0,0.0,3.0,0.0
1647,rt i have to pretend like i m a cold hearted bitch and cut you off in an instant without a second thought when actually i 8230,1.0,6.0,0.0,6.0,0.0
1648,ima kill cay 128514 128557 ugh she stay on my last nerve but i love that s funccy bitch,1.0,3.0,0.0,3.0,0.0
1649,i got 99 problems but a pussy ass bitch ain t one,1.0,3.0,0.0,3.0,0.0
1650,128034 dirty whore i love you but you a hoe but i love you jesus is watching,1.0,3.0,0.0,2.0,1.0
1651,mickeyblowsyourmind who wants to be a skype group with a bunch of offensive new york city queer folk me,1.0,3.0,0.0,3.0,0.0
1652,rt freshley 127919 127919 127919 rt bitches are only moral when it comes to sex when it s convenient for them otherwise they hoe th 8230,1.0,3.0,0.0,3.0,0.0
1653,8220 688 he did go in i was actually surprised he when that hard rt n the crib listen 2 my nig g eazy 8221 don t diss my homie,1.0,3.0,0.0,2.0,1.0
1654,tongue inside her pussy or dont bother eating her,1.0,3.0,0.0,3.0,0.0
1655,np shy glizzy awwsome remix feat 2 chainz amp a ap rocky via,2.0,3.0,0.0,0.0,3.0
1656,ima kill that pussy straight murder that shit and ima eat it eat it eat it 1043291 1040788 and lick it till it slaps aye 1041237 1041191,1.0,3.0,0.0,3.0,0.0
1657,rt gabris 8220 gabris yeah hoe 8221 but the babies are innocent lol so gabriella still got her sister a birthd 8230,2.0,3.0,0.0,0.0,3.0
1658,rt i just wanna ball my fist in your hair and shake the bitch right out of you,1.0,3.0,0.0,3.0,0.0
1659,8220 tea bag a bitch 8221 pahahaha,0.0,3.0,2.0,1.0,0.0
1660,128308 9899 65039 128308 9899 65039 128308 9899 65039 no pressure hoe,1.0,6.0,0.0,6.0,0.0
1661,he don t even follow his bitch 128514,1.0,6.0,0.0,6.0,0.0
1662,i can t fuck with hoe niggas i can t trust these hoes niether,1.0,3.0,0.0,3.0,0.0
1663,i would have loved to watch newman bitch slap johnson i d pay to see that,1.0,3.0,0.0,3.0,0.0
1664,yankees getting killed,2.0,3.0,0.0,0.0,3.0
1665,rt this really how bitches be to lmfao 128514,1.0,6.0,0.0,6.0,0.0
1666,i never thought you could irritate me like please stop being a fucking bitch surprised your boyfriend puts up with you stupidspecs,1.0,3.0,1.0,2.0,0.0
1667,i hate bitches that have attitudes all the time,1.0,3.0,0.0,3.0,0.0
1668,oomf so fuckin fine tho 128553 dam her don t be no bitch,1.0,3.0,0.0,3.0,0.0
1669,okay and melo bitch,1.0,3.0,0.0,3.0,0.0
1670,rt i ll kill this bitch no hesitation,0.0,3.0,2.0,1.0,0.0
1671,the saints are pure trash lol smh,2.0,3.0,0.0,1.0,2.0
1672,that nigga was eating that hoe lol hell yea lol john paul nigga said john paul,1.0,3.0,1.0,2.0,0.0
1673,you can t treat these hoes like ladies,1.0,6.0,0.0,6.0,0.0
1674,i would never fight a nigga for vagina that s what hoes do lmao,1.0,3.0,0.0,3.0,0.0
1675,rt callen ndyy awwww my niggar thank you so much sure means a lot 9825 9825,1.0,3.0,0.0,3.0,0.0
1676,rt girlfriends hate them friendly bitches 128514,1.0,3.0,0.0,3.0,0.0
1677,is it full of niggers,1.0,3.0,1.0,2.0,0.0
1678,yeah tht a bitch we ain t gay brah chill,1.0,3.0,0.0,3.0,0.0
1679,it aint nothing to cut that bitch off k camp,1.0,3.0,0.0,3.0,0.0
1680,fuck ms patrick that bitch can t teach for shit,1.0,3.0,0.0,3.0,0.0
1681,please be a little depressed bitch the entire time,1.0,3.0,0.0,3.0,0.0
1682,rt i hope this bitch ain t a catfish,1.0,3.0,0.0,3.0,0.0
1683,two blonde dykes wanna kiss all night i just pray to god that this shit go right,1.0,3.0,1.0,2.0,0.0
1684,rt never trippin on no hoes,1.0,3.0,0.0,3.0,0.0
1685,8220 what 8217 s going to be your pick for selectionsunday 2for5 watchlikeaking dis make colored folk happy,2.0,3.0,1.0,0.0,2.0
1686,i always soprised dat i has mo while followers den colored,2.0,3.0,0.0,0.0,3.0
1687,ceasefire let s see how long those towel heads can go without trying to attack israel then cry to national media when they get popped again,0.0,3.0,3.0,0.0,0.0
1688,rt 2 on the field 1 in our hearts what if star derek jeter starred in back to school yank 8230,2.0,3.0,0.0,0.0,3.0
1689,fuck you bitch i have to fucking piss i take 30 seconds you take 5 fucking minutes 128545 128545 128545 128545,1.0,3.0,0.0,3.0,0.0
1690,says the pedophile promoting dolt lmao teabagger,1.0,3.0,0.0,2.0,1.0
1691,i knowww righttt i don t even know how to use this shit how i update my status on this hoe,1.0,3.0,0.0,3.0,0.0
1692,troyal5 gotone kaeejones tell me this nigga ain t purple then a bitch nigga not black,1.0,3.0,0.0,3.0,0.0
1693,my real lil bro even tho cuh a bitch lmao,1.0,3.0,0.0,3.0,0.0
1694,kevin hart 4 8 bitch,1.0,3.0,0.0,3.0,0.0
1695,this hoe got a gf but complain about life like is she hitting you right,1.0,3.0,0.0,3.0,0.0
1696,holder 8217 s justice department isn 8217 t interested in the facts in ferguson these race hustling bitches are disgraceful,0.0,3.0,2.0,1.0,0.0
1697,it s gonna be a long season for the yankees if this simulation is right bluejays rays yankees orioles 8230,2.0,3.0,0.0,0.0,3.0
1698,leave it 2 teabaggers 2 whine about infrastructure when they r the ones who won t pay for it waiting on god to fix it morningjoe,2.0,3.0,0.0,1.0,2.0
1699,dis hoe wasnt dis violent on lottery ticket 128514 128514,1.0,3.0,0.0,3.0,0.0
1700,rt royals win kc with a 2 0 blanking of the yankees to take the series in the bronx beroyalkc,2.0,3.0,0.0,0.0,3.0
1701,rt 10 000 dinner dates with yo man bitch pow,1.0,3.0,0.0,3.0,0.0
1702,if a nigga phone broke best believe he only gon memorize his main bitch number or the bitch that s cash in him out number 128175 128527,1.0,3.0,1.0,2.0,0.0
1703,giants you bitch,1.0,3.0,0.0,3.0,0.0
1704,this bitch is not only an idiot but a troll spamblocked so keep spewing ur shit,1.0,3.0,0.0,3.0,0.0
1705,rt aye fam you think you can line me up i saw a bad bitch in mrs bridget s class,1.0,3.0,1.0,2.0,0.0
1706,carl nigga i didn t have no change yall some hoes for tryna shoot know y all can t shoot,1.0,3.0,0.0,3.0,0.0
1707,thanks charlie have a great evening,2.0,3.0,0.0,0.0,3.0
1708,rt he trash tbh startmikevike,2.0,3.0,0.0,1.0,2.0
1709,soil you boys sure come up wit some crazy names in my day we never talked about no faggots,1.0,3.0,1.0,2.0,0.0
1710,yasss bitches i m brown 128540,1.0,3.0,1.0,2.0,0.0
1711,i have all these extra ass unnecessary clothes amp cay wanna act like a lit hoe,1.0,3.0,0.0,3.0,0.0
1712,the bird has a hat so it s hats on hats who can beat that,2.0,3.0,0.0,0.0,3.0
1713,rt mmy nigga flavio said deuces hoe,1.0,3.0,0.0,3.0,0.0
1714,sneweather well you got to see pom pom pete,2.0,3.0,0.0,0.0,3.0
1715,rt soulja boy trash now but i m not gonna act like i never cranked that superman,2.0,3.0,0.0,0.0,3.0
1716,rt screaming like a little bitch lmaooo,1.0,3.0,0.0,3.0,0.0
1717,thanksgiving break bitches,1.0,3.0,0.0,3.0,0.0
1718,rt weddle 23 8220 i hate that hoe already 128514 128128 128514 128514 128514 this shit cracks me up,0.0,3.0,2.0,1.0,0.0
1719,the nerve of this nicca step on my crispy ass shoes wit them dusty ass timbs,1.0,3.0,0.0,3.0,0.0
1720,rt i just want the money ian trippin on these hoes,1.0,3.0,0.0,3.0,0.0
1721,define wigga,2.0,3.0,1.0,0.0,2.0
1722,sarahd tranny,2.0,3.0,1.0,0.0,2.0
1723,i love my 10 amp 5 but most days they remind me why birth control is important later in life i miss my baby bird come home 18,2.0,3.0,0.0,1.0,2.0
1724,this niggah is a fool,1.0,3.0,0.0,3.0,0.0
1725,me tho 8220 mashphatrabbit this bitch wants to be included so fuckin baldly bruh 8221,1.0,3.0,0.0,3.0,0.0
1726,rt my bitches got pretty pussy 128516 128516 128516 128540 128540 128540,1.0,3.0,0.0,3.0,0.0
1727,bitch hallon,1.0,6.0,0.0,6.0,0.0
1728,hey sir house nigger uncle tom aren t you from grand ole mississippi i rest my case,0.0,3.0,3.0,0.0,0.0
1729,maybe i shoulda informed my cousin of my social anxiety before taking me to this over crowded bar on the bright side texas has hott bitches,1.0,3.0,0.0,3.0,0.0
1730,rt side hoes always winning,1.0,3.0,0.0,3.0,0.0
1731,michael sam being cut further proves that we fags don t belong in football or nfl it is a heterosexual sport for heterosexuals,0.0,3.0,2.0,1.0,0.0
1732,sion is a faggot very meh ganks pre 6 and post 6 his ganks are still pretty meh he s just a tank nothing special imo mao,0.0,3.0,2.0,1.0,0.0
1733,rt a cutie98 if you know he has a girlfriend don t be that little bitch respect it and move on,1.0,3.0,0.0,3.0,0.0
1734,rt the first day of school lost student say bro you know whe me cho bitch ass up,1.0,3.0,0.0,3.0,0.0
1735,chug pee,2.0,3.0,0.0,1.0,2.0
1736,rt deep fried oreos,2.0,3.0,0.0,0.0,3.0
1737,hey why dont u get involved in black on black situations cause hate whitey b honest now mikebrown,2.0,3.0,0.0,1.0,2.0
1738,ion like the ho cause she talk to mf much with ha real butt ugly ass dumb young ass ho 128553 128074 128522 128299 128591 128079 128530 9996 65039,1.0,3.0,0.0,3.0,0.0
1739,wait did take my brownies,2.0,3.0,0.0,0.0,3.0
1740,spendin money that we saved stackin ones like bricks hittin bitches like craig watchin ass clap morningstusesh 10aminfairview,1.0,3.0,0.0,3.0,0.0
1741,got ya crackas spics chinks and carpet riders but no niggas mlk ain t fight for nothing gimmeablackemoji,1.0,3.0,1.0,2.0,0.0
1742,bitch killa gone be dacing in that bitch cdfu,1.0,3.0,1.0,2.0,0.0
1743,bdoe bro u trash at that zombies,2.0,3.0,0.0,1.0,2.0
1744,if she ll tell you she s a badd bitch then listen she s bad for your health,1.0,3.0,0.0,3.0,0.0
1745,8220 jase versace versace i talk shit on twitter and so that bitch blocked me 8221,1.0,3.0,0.0,3.0,0.0
1746,mt commission gouache tiki wahine monkey tubed surfing wavesliding waterwalker notkook,2.0,3.0,0.0,0.0,3.0
1747,new nashville noise loves burgers honky tonks and grabs a pizza,2.0,3.0,0.0,1.0,2.0
1748,porn android iphone ipad sex xxx closeup squirting pussy and fingered asshole,1.0,3.0,0.0,3.0,0.0
1749,rt 4l1fe 8220 nah nigga you blowin dick salmon smoking that exotic bitch blowin o s,1.0,3.0,0.0,3.0,0.0
1750,rt royal city of the kushite kings at meroe sudan near river nile it was the seat of the rulers who occupied egypt,2.0,3.0,0.0,0.0,3.0
1751,i do da flow in a temple today fo nuttin and dat jew wit the funky hair tell me i subhuman he tell me i ain t no mo human den a monkey,0.0,3.0,3.0,0.0,0.0
1752,ya girl is a slimy ass hoe get her under control and tell her to stop spraying bullshit out her mouth all day,1.0,3.0,0.0,3.0,0.0
1753,probably going to tackle kenzie when i see her tbh i miss my bitch,1.0,6.0,0.0,6.0,0.0
1754,yeah i got soul i was brought up by colored women,1.0,3.0,1.0,2.0,0.0
1755,8220 688 you aint special niglet rt when i m chilling wit greg ppl walk up to me to ask me to take pics 8221 hatin,0.0,3.0,2.0,1.0,0.0
1756,when it come to bitches niggas will get dirty,1.0,3.0,0.0,3.0,0.0
1757,8220 nobodycare x you fck like a hoe so no thank you ima be classy when i do it 128128 8221 128128 128128 128128 128128 128128 128128 bitch i m dead,1.0,3.0,0.0,3.0,0.0
1758,rt lol you for being a dumb bitch,1.0,3.0,0.0,3.0,0.0
1759,bitch i want it all,1.0,3.0,0.0,3.0,0.0
1760,between the constant tweegrams and the bad bitches playing themselves out for attention and the stupid caption pics instagram lost me,1.0,3.0,0.0,3.0,0.0
1761,rt dorsey my trash is worth more than you,2.0,3.0,0.0,0.0,3.0
1762,and i m out bout 50 these hoes be pimping me man 128514,1.0,3.0,0.0,3.0,0.0
1763,i find it funny asf how people will try and tell you how you should live your life like bitch stay in my shadows thank you lol 128514 128514,1.0,3.0,0.0,3.0,0.0
1764,rt odicho assyria got hella hoes,1.0,3.0,0.0,3.0,0.0
1765,me2 basically any foams over a 8 ugly all dem bitches look big long an floppy nh,1.0,3.0,0.0,3.0,0.0
1766,rt dont be a faggot cover your mouth when you fkn cough or sneeze i got a immune system to keep strong asshole,0.0,3.0,2.0,1.0,0.0
1767,rt i don t care about bitches hoes be into it with they damn self 128553 128175,1.0,3.0,0.0,3.0,0.0
1768,this bitch has brain damage,1.0,3.0,0.0,3.0,0.0
1769,trash 8220 black people only play r amp b amp hip hop at their parties play some dubstep and house yall coons need to expand 8221,1.0,3.0,1.0,2.0,0.0
1770,and bullying i didn t know u could bully over the internet and the bitch came at me so idk why u in my mentions bruh,1.0,3.0,0.0,3.0,0.0
1771,why tf are girls still virgins we only got 2 months to live bitch you better throw that ass back,1.0,3.0,0.0,3.0,0.0
1772,bihhh lmaoooo beiber get these hoes wet big bro i m tryna tell you,1.0,3.0,0.0,3.0,0.0
1773,rt chuchi you hoes ain t got no manners,1.0,6.0,0.0,5.0,1.0
1774,dudes probably just think eating pussy is sucking on pussy lips 128530,1.0,3.0,0.0,3.0,0.0
1775,ryan i don t hate the japs but i aint forgetting gettin japped either,0.0,3.0,2.0,1.0,0.0
1776,rt 74 a1 128514 128514 128514 they ain t een kno i was in that bitch,1.0,3.0,0.0,3.0,0.0
1777,just smile bitches love smiling d,1.0,3.0,1.0,2.0,0.0
1778,rt you lil stupid ass bitch i aint fuckin wit you,1.0,3.0,0.0,3.0,0.0
1779,still downtown with these bitches,1.0,3.0,0.0,3.0,0.0
1780,this hoe reathie be tripping 128514 128514 128514 128514,1.0,3.0,0.0,2.0,1.0
1781,what s that makeup called on your cheeks i call it bitch spots lmao,1.0,3.0,0.0,3.0,0.0
1782,thanksgiving early hoe,1.0,3.0,0.0,3.0,0.0
1783,hell i believe you too rt lol i still look good i m smaller than half these hoes,1.0,3.0,0.0,3.0,0.0
1784,you and should name a group called mob moaning old bitches,1.0,3.0,0.0,3.0,0.0
1785,rt nigga i can t be in my twenties stressing over a bitch who playin games i m straight lol,1.0,3.0,0.0,3.0,0.0
1786,run it up first these hoes come later 9996 65039,1.0,7.0,1.0,6.0,0.0
1787,rt bibie oreo ice cream cake,2.0,3.0,0.0,0.0,3.0
1788,remember when i told yall bout my coworker not lookin out a couple weeks back karma s a hoe got his ass,1.0,3.0,0.0,3.0,0.0
1789,when you realize you re trash,1.0,3.0,0.0,2.0,1.0
1790,bitches be peekin,1.0,3.0,0.0,3.0,0.0
1791,i never did those games but i was obsessed with angry birds which is why it took me so long to do ccs i was scared lol,2.0,3.0,0.0,0.0,3.0
1792,how original you faggots 128530 128557,1.0,3.0,0.0,3.0,0.0
1793,married a skinny bitch but trickin wit a thick bitch she got sum big hips i call that boa a hypocrite,1.0,3.0,0.0,3.0,0.0
1794,rt en duchess of cambridge to present the first yellow jersey tdf,2.0,3.0,0.0,0.0,3.0
1795,rt i swear that bitch can not talk but i love her attitude bruh lhhatl,1.0,3.0,1.0,2.0,0.0
1796,fresh japanese model toys her succulant pussy until she 160 cums,1.0,3.0,0.0,3.0,0.0
1797,chill zahra im getting crackers rn,1.0,3.0,0.0,3.0,0.0
1798,mr cox the chase me charlie of his day bend over boy while i conjugate your a e,1.0,3.0,0.0,2.0,1.0
1799,rt suck my duck thot lol looks like ur autocorrect changed dick to duck i meant what i said bitch,1.0,3.0,0.0,3.0,0.0
1800,why don t you text your own mom dumb bitch,1.0,3.0,0.0,3.0,0.0
1801,rt some of y all hoes thighs be so thick and can t even walk yankee food,1.0,3.0,0.0,3.0,0.0
1802,rt diplomatic trolling russian embassy mocks nato s satellite pictures,2.0,3.0,0.0,0.0,3.0
1803,this bitch,1.0,3.0,0.0,3.0,0.0
1804,rt that pointy nail game is for da birds,2.0,3.0,0.0,1.0,2.0
1805,the steelers new uniforms look like homosexual bumblebees wtf,1.0,3.0,1.0,2.0,0.0
1806,since niggaz is throwing subs on this but that same nigga lame nigga bitches was getting fucked by other 8230,1.0,3.0,1.0,2.0,0.0
1807,the elite call conservatives our niggers behind closed doors tcot teaparty,0.0,3.0,2.0,1.0,0.0
1808,my brother doesn t know what american horror story is 128514 bitch you lame ass fuck,1.0,3.0,0.0,3.0,0.0
1809,boy u look like big bird off of sesame street,2.0,3.0,1.0,0.0,2.0
1810,i knows y all white folk only be playin wit me i colored and i knows my place,0.0,3.0,2.0,1.0,0.0
1811,you suck it commie bitch,1.0,3.0,0.0,3.0,0.0
1812,ain t nothing funnier then watching a woman try to hide her inner hoe 128514 128514 128514 know she like to get hit from the back and have a finger nvm,1.0,3.0,0.0,3.0,0.0
1813,the jigg is up,2.0,6.0,0.0,0.0,6.0
1814,gotta watch these hoes 128064,1.0,6.0,1.0,5.0,0.0
1815,jason umm you sure the hoes i talk to aren t ugly,1.0,3.0,0.0,3.0,0.0
1816,rt not just cause of hoes go to jail cause of fucking up hoes bloody n making them call you head honcho,0.0,3.0,2.0,1.0,0.0
1817,rt if a bitch dont act crazy over you she dont really want you 128080,1.0,6.0,0.0,6.0,0.0
1818,8220 typical hoe costumes 1 cat 2 nurse 3 bunny 4 police officer 5 themselves 8221 128129,1.0,3.0,0.0,3.0,0.0
1819,you bad little bitch,1.0,3.0,0.0,3.0,0.0
1820,you little stupid ass bitch i aint fuckin with you,1.0,3.0,1.0,2.0,0.0
1821,and dis shit is for the birds 2,1.0,3.0,0.0,3.0,0.0
1822,happy birthday bitch nigga thanks pal,1.0,3.0,1.0,2.0,0.0
1823,rt i m not telling you to like al green or otis redding stop missing the point just don t call them trash amp tell me you 8230,2.0,3.0,0.0,1.0,2.0
1824,bobby bitch dickhead 8220 top 3 bobby shmurda songs 1 hot nigga 2 3 8221,1.0,3.0,0.0,2.0,1.0
1825,i wanna have sex with my mom fuck her right in that pussy where i came from damn you got hacked like fuck,1.0,3.0,0.0,3.0,0.0
1826,rt idkmadz tbh i ve seen you in recess at the monkey bars but i was too busy getting beat up lol we should talk more rate 8230,1.0,3.0,0.0,2.0,1.0
1827,shut up fuckin beaner,1.0,3.0,1.0,2.0,0.0
1828,in that picture yes i haven t had an updated pic added the angel wing is colored now too and thanks represents what i am,2.0,3.0,0.0,0.0,3.0
1829,get your slow ass out my way bitch,1.0,3.0,0.0,3.0,0.0
1830,wigga wigga wigga wigga wigga,1.0,3.0,1.0,2.0,0.0
1831,you ah lien ass hoe,1.0,3.0,0.0,3.0,0.0
1832,any solution to zog which doesn t deal with demographics only laws is no solution northwestimperative,2.0,3.0,0.0,0.0,3.0
1833,melton he triesto cause drama between people he said that you called me a bitch and i know you didnt hahahaaha,1.0,3.0,0.0,3.0,0.0
1834,8220 jealous bitches be like 128514 128530 127797 128514 128514 128514 128128 8221 128514 128514 128514 don t subtweet me hoe,1.0,3.0,0.0,3.0,0.0
1835,sequester den the fat colored girl chased me down day street while she swingin da table wit one arm i wants my pay,1.0,3.0,1.0,2.0,0.0
